factor,quantile,mean_return,median_return,count
downside_vol_20d,2.0,0.006633331128955295,0.0032770562837950035,404.0
downside_vol_20d,3.0,0.008950037663359459,0.004194217494180103,404.0
downside_vol_20d,4.0,-0.005588281305495368,-0.000955304874753736,404.0
downside_vol_20d,5.0,0.015274430209412205,0.013196510914219875,404.0
max_drawdown_20d,1.0,0.004200750054827881,0.00702345776899344,404.0
max_drawdown_20d,2.0,0.002078787587703211,-0.0016287358615595785,404.0
max_drawdown_20d,3.0,0.008895924980156908,0.005916415172328447,404.0
max_drawdown_20d,4.0,-0.004479502510683771,-0.01035799554841385,404.0
max_drawdown_20d,5.0,0.007536229526397986,0.0043245001113766425,404.0
volatility_60d,1.0,-0.0036637134506571425,-0.007840984432489071,396.0
volatility_60d,2.0,0.012976528643941034,0.01145512532849128,396.0
volatility_60d,3.0,0.011359801028379536,0.008605469455759083,395.0
volatility_60d,4.0,0.004732554664604036,0.002577099917078028,396.0
volatility_60d,5.0,-0.010557539007087184,-0.012750274730664183,396.0
downside_vol_60d,1.0,-0.004252504908639302,-0.010846416664773447,396.0
downside_vol_60d,2.0,0.011483490615709517,0.009631526690587436,396.0
downside_vol_60d,3.0,-0.0020081199935910975,-0.0072754396136718285,396.0
downside_vol_60d,4.0,0.004833235260125611,0.008250994578370845,396.0
downside_vol_60d,5.0,0.004599446510364156,0.001487770804384391,396.0
max_drawdown_60d,1.0,0.013648910957014955,0.015146096382624225,396.0
max_drawdown_60d,2.0,0.0023941826834155463,-0.007672036645326145,396.0
max_drawdown_60d,3.0,-0.0056886801459623965,-0.004509373917732493,396.0
max_drawdown_60d,4.0,0.00014064280468007215,-0.006132343658944277,396.0
max_drawdown_60d,5.0,0.004160491184820706,7.181328558120552e-05,396.0
atr_14d,1.0,0.005554309943501686,0.008879880249320883,406.0
atr_14d,2.0,0.008090130008841824,0.00422421424239765,405.0
atr_14d,3.0,0.001631395232732434,-0.0064008096428019015,405.0
atr_14d,4.0,-0.0006345164991228894,-0.0034869275678966493,405.0
atr_14d,5.0,0.0013921387205425358,-0.006957125957506853,405.0
atr_pct_14d,1.0,-0.004265642348932847,-0.011254978155889588,406.0
atr_pct_14d,2.0,0.004580768497861574,0.004563439620084292,405.0
atr_pct_14d,3.0,0.006088910249877269,0.006017437001346077,405.0
atr_pct_14d,4.0,0.002168982394674812,0.003681159473361718,405.0
atr_pct_14d,5.0,0.007484685408798571,0.0014958865915829297,405.0
intraday_range,1.0,-0.0033071333834076796,-0.007858719588060711,408.0
intraday_range,2.0,0.0033526049129554334,0.004719559841784111,408.0
intraday_range,3.0,0.004094170794896974,-0.0009866799024450975,407.0
intraday_range,4.0,0.009017243969752732,0.005826000226967419,408.0
intraday_range,5.0,0.0025429482280918915,0.0014282957757158848,408.0
high_low_range_20d,1.0,-0.005882480920725935,-0.010705157769665262,404.0
high_low_range_20d,2.0,0.006781604903702585,0.005916415172328447,404.0
high_low_range_20d,3.0,0.014396448524369143,0.008570304735904557,404.0
high_low_range_20d,4.0,0.0008216887709030474,-7.550018889399144e-05,404.0
high_low_range_20d,5.0,0.0021149283601533736,0.0009463019711466729,404.0
intraday_strength,1.0,0.003185591434497784,0.0025707812869335623,408.0
intraday_strength,2.0,0.007989085900368089,-0.005392242138785729,408.0
intraday_strength,3.0,-0.00045424393897009927,0.0017746233583684796,407.0
intraday_strength,4.0,0.003557849945300853,0.0,408.0
intraday_strength,5.0,0.0014104031057646203,-0.002182035567100314,408.0
kbar_body,1.0,0.008134777950252267,0.00849059072507877,408.0
kbar_body,2.0,0.0008542926855621237,-0.00473096724215897,408.0
kbar_body,3.0,0.006702349784275133,-0.0007823706227738328,407.0
kbar_body,4.0,-0.00046935666758369675,7.181328558120552e-05,408.0
kbar_body,5.0,0.000484163365345727,-0.005389973929261421,408.0
